Unnamed: 0,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Nacionality_2,Nacionality_6,Nacionality_11,Nacionality_13,Nacionality_14,Nacionality_17,Nacionality_21,Nacionality_22,Nacionality_24,Nacionality_25,Nacionality_26,Nacionality_32,Nacionality_41,Nacionality_62,Nacionality_100,Nacionality_101,Nacionality_103,Nacionality_105,Nacionality_108,Nacionality_109,Attendance_Full-Time,Attendance_Online,Attendance_Part-Time,Field of Study_Commerce,Field of Study_Engineering,Field of Study_Medicine,Field of Study_Science,Special Needs_Special Needs,Citizenship_Athens,Citizenship_Barcelona,Citizenship_Berlin,Citizenship_Brussels,Citizenship_Bucharest,Citizenship_Budapest,Citizenship_Copenhagen,Citizenship_Dublin,Citizenship_Edinburgh,Citizenship_Helsinki,Citizenship_Istanbul,Citizenship_Kyiv,Citizenship_Lisbon,Citizenship_London,Citizenship_Madrid,Citizenship_Milan,Citizenship_Munich,Citizenship_Oslo,Citizenship_Paris,Citizenship_Prague,Citizenship_Rome,Citizenship_Saint Petersburg,Citizenship_Sofia,Citizenship_Stockholm,Citizenship_Venice,Citizenship_Vienna,Citizenship_Warsaw,Citizenship_Zurich,Family Position_Middle Child,Family Position_Youngest Child,Target_Enrolled,Target_Graduate
45,17,1,2.087727414068313,0.0,0.0,-0.1942712740357243,38,38,-0.698064044072494,-0.4808439573489413,134.1,0,0,0,1,0,0,24,0.0,0,-1.1559794822501532,9,-0.9903217414810014,-0.6730322352984383,-1.0702755793312768,0.0,-1.1117569017403688,0.9467347882388308,3,1.3883300983051108,1,7.6,1.0026128427338927,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3649,39,1,1.6343055904211246,0.0,0.0,3.61928168469136,37,37,0.999575579223958,0.6057798905681081,118.0,0,0,0,1,0,0,27,0.0,0,0.9245095785971208,14,0.6842807249332029,-0.5457797939198274,-1.0702755793312768,0.0,0.7491246230131919,0.653232621535286,1,-1.9966128852216063,0,12.4,-0.5335319910132412,1.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3045,17,2,1.6343055904211246,0.0,0.0,-0.1942712740357243,1,1,-1.0375919687317845,0.9679878398737912,116.7,1,0,0,1,0,0,19,0.0,0,-0.1157349518265161,8,0.2656301083296518,0.4722397371090623,0.9343387995686252,0.0,-0.1813161393635884,0.0662282881281967,4,-1.4107573688419823,0,9.4,-1.484478792856705,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1071,44,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,19,19,0.6600476545646677,0.6057798905681081,144.3,1,0,0,1,0,1,19,0.0,3,-0.1157349518265161,7,0.6842807249332029,0.5813132582907287,0.9343387995686252,0.0,-0.1813161393635884,-0.5207760452788925,6,1.3883300983051108,0,12.4,-0.5335319910132412,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3213,44,1,-1.158509990014459,0.0,0.0,-0.1942712740357243,3,19,-1.3771198933910749,-0.1186360080432581,150.0,0,0,0,1,1,0,20,0.0,0,-0.1157349518265161,6,-1.827622974688104,-0.2912749111626047,-1.0702755793312768,0.0,-0.1813161393635884,0.0662282881281967,0,-0.3041413934582485,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,1,6,0.4744657081931703,0.0,0.0,-0.1942712740357243,37,38,0.999575579223958,0.9679878398737912,131.5,1,0,0,1,0,1,19,0.0,0,1.964754109020758,8,1.102931341536754,0.2104632862730618,0.9343387995686252,0.0,1.6795653853899724,0.0662282881281967,7,0.078989515666204,0,12.7,1.807260136601439,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4344,17,5,-0.386378623658739,0.0,0.0,-0.1942712740357243,38,37,0.999575579223958,0.9679878398737912,126.0,0,0,1,0,0,0,21,0.0,0,-0.1157349518265161,10,0.2656301083296518,-0.4185273525412154,-1.0702755793312768,0.0,-0.1813161393635884,0.653232621535286,5,0.5030373179981222,0,13.9,-1.1187300229169113,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1117,1,1,0.4744657081931703,0.0,0.0,-0.1942712740357243,38,19,0.999575579223958,-0.4808439573489413,144.3,0,0,0,1,0,0,20,0.0,0,0.9245095785971208,9,0.6842807249332029,0.2431853426275617,-1.0702755793312768,0.0,1.6795653853899724,0.0662282881281967,7,0.7931752880146984,0,13.9,-1.1187300229169113,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
478,1,1,0.4744657081931703,0.0,0.0,-0.1942712740357243,3,1,-1.0375919687317845,-1.2052598559603076,113.2,0,1,0,1,0,0,18,0.0,0,0.9245095785971208,10,0.6842807249332029,-0.3065452041280377,-1.0702755793312768,0.0,1.6795653853899724,0.9467347882388308,7,0.5225658352107767,0,16.2,-0.6798314989891586,-0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1225,17,1,-0.386378623658739,0.0,0.0,-0.1942712740357243,38,38,0.3205197299053773,0.2435719412624249,159.7,1,0,0,1,0,1,18,0.0,0,-0.1157349518265161,7,0.6842807249332029,2.108342554834062,0.9343387995686252,0.0,-0.1813161393635884,-0.5207760452788925,6,2.560041131064359,0,12.7,1.807260136601439,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3834,1,1,1.3714523593213048,0.0,0.0,-0.1942712740357243,1,19,-0.698064044072494,-0.8430519066546244,124.5,0,0,0,1,1,1,19,0.0,0,-0.1157349518265161,10,-0.1530205082738992,1.2357543853807291,0.9343387995686252,0.0,-0.1813161393635884,0.3597304548317414,6,-0.17395127870722,0,9.4,-1.484478792856705,-3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2668,39,1,0.4744657081931703,0.0,0.0,-0.1942712740357243,37,38,0.999575579223958,0.2435719412624249,100.5,1,0,0,1,1,0,43,0.0,0,1.964754109020758,8,1.102931341536754,-0.5694123901758545,0.9343387995686252,0.0,1.6795653853899724,0.0662282881281967,7,-0.7188899018793784,0,10.8,0.1248157948783875,1.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2644,39,1,-1.158509990014459,0.0,0.0,-0.1942712740357243,37,19,-0.0190081947539131,-0.8430519066546244,137.0,0,0,0,1,1,0,35,0.0,1,-0.1157349518265161,7,0.2656301083296518,0.3195368074547294,0.9343387995686252,0.0,-0.1813161393635884,0.9467347882388308,5,0.997759754052028,0,15.5,1.14891235070981,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3484,39,1,0.4744657081931703,0.0,0.0,3.61928168469136,37,37,0.3205197299053773,0.2435719412624249,124.5,0,0,0,0,1,0,38,0.0,0,0.9245095785971208,11,0.2656301083296518,-0.1538422744737048,-1.0702755793312768,0.0,0.7491246230131919,0.9467347882388308,4,-0.5807953873041817,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2633,1,4,0.4744657081931703,0.0,0.0,-0.1942712740357243,19,1,-0.698064044072494,-0.8430519066546244,124.3,1,0,0,1,1,0,19,0.0,0,1.964754109020758,8,1.102931341536754,0.2170076975439606,-1.0702755793312768,0.0,1.6795653853899724,0.0662282881281967,7,0.08568500728197,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1862,1,1,-0.3338079774387751,0.0,0.0,-0.1942712740357243,1,1,-0.3585361194132036,-0.8430519066546244,111.9,1,0,0,0,1,0,20,0.0,0,-0.1157349518265161,14,-0.9903217414810014,-1.4365468835701052,0.9343387995686252,0.0,-0.1813161393635884,2.4142456217565536,0,-0.3041413934582485,0,10.8,0.1248157948783875,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
461,51,1,-0.9383704089683604,0.0,0.0,-0.1942712740357243,19,19,-0.3585361194132036,0.2435719412624249,124.5,0,0,0,1,0,1,20,0.0,5,-0.1157349518265161,11,0.2656301083296518,1.0969335402404263,-1.0702755793312768,0.0,-0.1813161393635884,0.9467347882388308,11,0.7018731296178757,0,11.1,-0.4603822370252824,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
